pp,trial1,hit1,response1,outcome1,outcometype1,condition1,trial2,hit2,response2,outcome2,outcometype2,condition2
23,71,1,2,1,1,2,71,0,2,-1,2,1
23,72,0,1,-1,2,2,72,1,1,1,1,1
23,73,0,1,-1,2,2,73,1,1,1,1,1
23,74,1,2,1,1,2,74,0,2,-1,2,1
23,75,1,2,1,1,2,75,1,1,1,1,1
23,76,0,1,-1,2,2,76,1,1,1,1,1
23,77,1,2,1,1,2,77,1,1,1,1,1
23,78,NA,NA,NA,NA,2,78,0,2,-1,2,1
23,79,0,1,-1,2,2,79,0,2,-1,2,1
23,80,0,1,-1,2,2,80,0,1,-1,2,2
23,81,NA,NA,NA,NA,2,81,0,1,-1,2,2
23,82,1,2,1,1,2,82,1,2,1,1,2
23,83,1,2,1,1,2,83,NA,NA,NA,NA,2
23,84,1,2,-1,2,2,84,1,2,1,1,2
23,85,1,1,1,1,3,85,1,2,1,1,2
23,86,1,1,1,1,3,86,0,1,-1,2,2
23,87,1,1,-1,2,3,87,NA,NA,NA,NA,2
23,88,1,1,1,1,3,88,0,1,-1,2,2
23,89,0,2,1,1,3,89,1,2,-1,2,2
23,90,0,2,1,1,3,90,1,2,1,1,2
23,91,0,2,1,1,3,91,0,1,-1,2,2
23,92,1,1,1,1,3,92,0,1,-1,2,2
23,93,1,1,-1,2,3,93,1,2,1,1,2
23,94,1,1,1,1,3,94,0,1,-1,2,2
23,95,0,2,-1,2,1,95,0,1,1,1,2
23,96,0,2,1,1,1,96,0,2,1,1,3
23,97,0,2,1,1,1,97,1,1,-1,2,3
23,98,0,2,-1,2,1,98,0,2,-1,2,3
23,99,1,1,1,1,1,99,0,2,-1,2,3
23,100,0,2,-1,2,1,100,0,2,1,1,3
23,101,1,1,1,1,1,101,NA,NA,NA,NA,3
23,102,1,1,-1,2,1,102,NA,NA,NA,NA,3
23,103,1,1,-1,2,1,103,0,2,1,1,3
23,104,NA,NA,NA,NA,1,104,0,2,1,1,3
23,105,1,1,1,1,1,105,0,2,-1,2,3
23,106,NA,NA,NA,NA,1,106,1,1,-1,2,3
23,107,0,2,-1,2,1,107,1,1,1,1,3
23,108,NA,NA,NA,NA,1,108,0,2,-1,2,3
23,109,NA,NA,NA,NA,1,109,0,2,-1,2,3
23,110,NA,NA,NA,NA,1,110,0,2,1,1,3
23,111,NA,NA,NA,NA,2,111,0,2,1,1,3
23,112,1,2,1,1,2,112,1,1,1,1,1
23,113,NA,NA,NA,NA,2,113,0,2,-1,2,1
23,114,NA,NA,NA,NA,2,114,1,1,1,1,1
23,115,1,2,-1,2,2,115,1,1,1,1,1
23,116,NA,NA,NA,NA,2,116,1,1,1,1,1
23,117,1,2,1,1,2,117,0,2,-1,2,1
23,118,1,2,1,1,2,118,0,2,-1,2,1
23,119,0,1,-1,2,2,119,1,1,-1,2,1
23,120,NA,NA,NA,NA,2,120,1,1,1,1,1
23,121,0,1,-1,2,2,121,0,2,-1,2,1
23,122,0,1,-1,2,2,122,0,2,-1,2,1
23,123,0,1,-1,2,2,123,0,2,-1,2,1
23,124,0,1,-1,2,2,124,1,1,1,1,1
23,125,0,1,-1,2,2,125,1,1,-1,2,1
23,126,NA,NA,NA,NA,2,126,0,2,-1,2,1
23,127,NA,NA,NA,NA,1,127,1,1,1,1,1
23,128,1,1,1,1,1,128,1,2,-1,2,2
23,129,0,2,-1,2,1,129,0,1,-1,2,2
23,130,1,1,1,1,1,130,NA,NA,NA,NA,2
23,131,1,1,-1,2,1,131,0,1,-1,2,2
23,132,NA,NA,NA,NA,1,132,1,2,1,1,2
23,133,0,2,-1,2,1,133,1,2,1,1,2
23,134,0,2,-1,2,1,134,1,2,1,1,2
23,135,0,2,-1,2,1,135,1,2,-1,2,2
23,136,1,1,1,1,1,136,0,1,1,1,2
23,137,0,2,-1,2,1,137,1,2,1,1,2
23,138,NA,NA,NA,NA,1,138,1,2,1,1,2
23,139,1,1,1,1,1,139,1,2,-1,2,2
23,140,1,1,-1,2,1,140,0,2,1,1,1
23,141,1,1,1,1,1,141,0,2,-1,2,1
23,142,1,1,1,1,1,142,1,1,1,1,1
23,143,1,2,-1,2,3,143,0,2,-1,2,1
23,144,1,2,-1,2,3,144,1,1,1,1,1
23,145,NA,NA,NA,NA,3,145,0,2,-1,2,1
23,146,1,2,-1,2,3,146,0,2,-1,2,1
23,147,0,1,-1,2,3,147,0,2,-1,2,1
23,148,NA,NA,NA,NA,3,148,1,1,1,1,1
23,149,1,2,1,1,3,149,0,2,-1,2,1
23,150,0,1,-1,2,3,150,1,1,1,1,1
23,151,0,1,1,1,3,151,0,2,-1,2,1
23,152,0,1,-1,2,3,152,1,1,1,1,1
23,153,1,2,-1,2,3,153,1,1,1,1,1
23,154,1,2,-1,2,3,154,1,1,-1,2,1
23,155,1,2,1,1,3,155,0,2,-1,2,1
23,156,1,2,1,1,3,156,1,2,-1,2,3
23,157,1,2,-1,2,3,157,1,2,1,1,3
23,158,1,2,1,1,3,158,1,2,1,1,3
23,159,0,2,-1,2,1,159,1,2,1,1,3
23,160,0,2,-1,2,1,160,1,2,-1,2,3
23,161,1,1,1,1,1,161,1,2,1,1,3
23,162,1,1,1,1,1,162,1,2,1,1,3
23,163,1,1,1,1,1,163,0,2,-1,2,1
23,164,0,2,1,1,1,164,0,2,-1,2,1
23,165,NA,NA,NA,NA,1,165,0,2,-1,2,1
23,166,1,1,1,1,1,166,0,2,-1,2,1
23,167,0,2,-1,2,1,167,1,1,1,1,1
23,168,0,2,-1,2,1,168,1,1,1,1,1
23,169,0,2,-1,2,1,169,NA,NA,NA,NA,1
23,170,1,1,1,1,1,170,0,2,-1,2,1
23,171,1,1,1,1,1,171,NA,NA,NA,NA,1
23,172,0,2,-1,2,1,172,1,1,1,1,1
23,173,0,2,-1,2,1,173,0,2,-1,2,1
23,174,0,2,-1,2,1,174,0,2,1,1,1
23,175,0,1,1,1,2,175,1,1,-1,2,1
23,176,1,2,1,1,2,176,1,1,1,1,1
23,177,0,1,-1,2,2,177,0,2,-1,2,1
23,178,0,1,-1,2,2,178,0,2,-1,2,1
23,179,0,1,-1,2,2,179,1,2,1,1,2
23,180,1,2,1,1,2,180,1,2,1,1,2
23,181,NA,NA,NA,NA,2,181,0,1,-1,2,2
23,182,0,1,-1,2,2,182,1,2,-1,2,2
23,183,0,1,-1,2,2,183,0,1,1,1,2
23,184,1,2,-1,2,2,184,0,1,-1,2,2
23,185,0,1,1,1,2,185,NA,NA,NA,NA,2
23,186,0,1,-1,2,2,186,1,2,1,1,2
23,187,0,1,-1,2,2,187,0,1,-1,2,2
23,188,1,2,-1,2,2,188,1,2,1,1,2
23,189,1,2,1,1,2,189,0,1,-1,2,2
23,190,1,2,1,1,2,190,0,1,-1,2,2
23,191,0,2,-1,2,3,191,1,2,1,1,2
23,192,1,1,1,1,3,192,0,1,-1,2,2
23,193,1,1,1,1,3,193,0,1,-1,2,2
23,194,0,2,1,1,3,194,0,1,-1,2,2
23,195,1,1,-1,2,3,195,0,2,1,1,3
23,196,1,1,-1,2,3,196,0,2,1,1,3
23,197,NA,NA,NA,NA,3,197,1,1,-1,2,3
23,198,1,1,-1,2,3,198,1,1,-1,2,3
23,199,0,2,-1,2,3,199,1,1,-1,2,3
23,200,1,1,1,1,3,200,0,2,1,1,3
23,201,1,1,-1,2,3,201,0,2,-1,2,3
23,202,NA,NA,NA,NA,2,202,0,2,-1,2,3
23,203,0,1,-1,2,2,203,1,1,-1,2,3
23,204,0,1,-1,2,2,204,1,1,-1,2,3
23,205,0,1,1,1,2,205,1,1,1,1,3
23,206,1,2,1,1,2,206,0,2,-1,2,3
23,207,0,1,1,1,2,207,1,1,-1,2,3
23,208,1,2,1,1,2,208,0,2,1,1,3
23,209,1,2,1,1,2,209,0,2,-1,2,3
23,210,NA,NA,NA,NA,2,210,1,1,-1,2,3
23,211,1,2,1,1,2,211,1,2,1,1,2
23,212,0,1,1,1,2,212,NA,NA,NA,NA,2
23,213,NA,NA,NA,NA,2,213,1,2,1,1,2
23,214,1,2,-1,2,2,214,0,1,-1,2,2
23,215,0,1,-1,2,2,215,1,2,1,1,2
23,216,1,2,1,1,2,216,0,1,-1,2,2
23,217,1,2,1,1,2,217,1,2,-1,2,2
23,218,NA,NA,NA,NA,1,218,1,2,1,1,2
23,219,NA,NA,NA,NA,1,219,0,1,-1,2,2
23,220,NA,NA,NA,NA,1,220,1,2,1,1,2
23,221,1,1,1,1,1,221,0,1,-1,2,2
23,222,0,2,-1,2,1,222,1,2,1,1,2
23,223,0,2,1,1,1,223,0,1,-1,2,2
23,224,0,2,-1,2,1,224,1,2,1,1,2
23,225,NA,NA,NA,NA,1,225,0,1,-1,2,2
23,226,1,1,1,1,1,226,0,1,-1,2,2
23,227,0,2,1,1,1,227,0,2,-1,2,1
23,228,NA,NA,NA,NA,1,228,1,1,1,1,1
23,229,0,2,1,1,1,229,1,1,1,1,1
23,230,NA,NA,NA,NA,1,230,1,1,1,1,1
23,231,1,1,1,1,1,231,0,2,-1,2,1
23,232,0,2,-1,2,1,232,1,1,1,1,1
23,233,1,1,1,1,1,233,1,1,1,1,1
23,234,NA,NA,NA,NA,3,234,1,1,-1,2,1
23,235,1,2,-1,2,3,235,1,1,1,1,1
23,236,1,2,1,1,3,236,1,2,1,1,3
23,237,1,2,1,1,3,237,1,2,1,1,3
23,238,1,2,-1,2,3,238,0,1,-1,2,3
23,239,0,1,1,1,3,239,0,1,1,1,3
23,240,0,1,-1,2,3,240,1,2,1,1,3
23,241,1,2,-1,2,3,241,0,1,1,1,3
23,242,NA,NA,NA,NA,3,242,0,1,-1,2,3
23,243,0,1,-1,2,3,243,1,2,-1,2,3
23,244,1,2,1,1,3,244,1,2,1,1,3
23,245,NA,NA,NA,NA,3,245,0,1,-1,2,3
23,246,NA,NA,NA,NA,3,246,1,2,-1,2,3
23,247,1,2,-1,2,3,247,0,1,-1,2,3
23,248,1,2,1,1,3,248,0,1,1,1,3
23,249,0,1,1,1,3,249,1,2,1,1,3
24,1,1,1,-1,2,1,1,0,2,-1,2,1
24,2,0,2,1,1,1,2,1,1,1,1,1
24,3,0,2,-1,2,1,3,1,1,1,1,1
24,4,0,2,-1,2,1,4,1,1,1,1,1
24,5,1,1,1,1,1,5,1,1,1,1,1
24,6,1,1,-1,2,1,6,1,1,1,1,1
24,7,0,2,-1,2,1,7,1,1,1,1,1
24,8,1,1,1,1,1,8,1,1,1,1,1
24,9,1,1,1,1,1,9,0,1,-1,2,2
24,10,1,1,1,1,1,10,0,1,-1,2,2
24,11,1,1,1,1,1,11,0,1,-1,2,2
24,12,1,1,1,1,1,12,1,2,1,1,2
24,13,0,1,-1,2,2,13,1,2,1,1,2
24,14,0,1,-1,2,2,14,1,2,1,1,2
24,15,0,1,-1,2,2,15,1,2,1,1,2
24,16,1,2,1,1,2,16,1,2,-1,2,2
24,17,1,2,1,1,2,17,0,1,-1,2,2
24,18,1,2,-1,2,2,18,1,2,-1,2,2
24,19,1,2,1,1,2,19,0,1,-1,2,2
24,20,1,2,-1,2,2,20,1,2,1,1,2
24,21,1,2,1,1,2,21,0,2,-1,2,3
24,22,1,2,1,1,2,22,0,2,-1,2,3
24,23,0,2,-1,2,3,23,0,2,-1,2,3
24,24,0,2,1,1,3,24,1,1,1,1,3
24,25,0,2,1,1,3,25,1,1,-1,2,3
24,26,0,2,1,1,3,26,0,2,1,1,3
24,27,0,2,1,1,3,27,0,2,1,1,3
24,28,0,2,-1,2,3,28,0,2,1,1,3
24,29,0,2,-1,2,3,29,0,2,-1,2,3
24,30,0,2,-1,2,3,30,0,2,1,1,3
24,31,1,1,-1,2,3,31,0,2,1,1,3
24,32,0,2,1,1,3,32,0,2,-1,2,3
24,33,0,2,1,1,3,33,0,2,1,1,3
24,34,0,2,-1,2,3,34,0,2,1,1,3
24,35,0,2,1,1,3,35,0,2,-1,2,3
24,36,0,2,1,1,3,36,1,1,1,1,3
24,37,0,2,-1,2,3,37,0,1,-1,2,2
24,38,0,2,-1,2,3,38,1,2,1,1,2
24,39,0,1,-1,2,2,39,1,2,1,1,2
24,40,1,2,1,1,2,40,1,2,1,1,2
24,41,1,2,1,1,2,41,1,2,1,1,2
24,42,1,2,1,1,2,42,1,2,1,1,2
24,43,1,2,1,1,2,43,1,2,-1,2,2
24,44,1,2,1,1,2,44,0,1,-1,2,2
24,45,1,2,1,1,2,45,1,2,1,1,2
24,46,1,2,1,1,2,46,0,2,-1,2,1
24,47,0,2,1,1,1,47,0,2,-1,2,1
24,48,0,2,-1,2,1,48,1,1,1,1,1
24,49,1,1,1,1,1,49,0,2,-1,2,1
24,50,1,1,1,1,1,50,1,1,1,1,1
24,51,1,1,1,1,1,51,1,1,-1,2,1
24,52,1,1,1,1,1,52,0,2,-1,2,1
24,53,1,1,1,1,1,53,0,2,1,1,1
24,54,1,1,1,1,1,54,0,2,-1,2,1
24,55,1,1,1,1,1,55,1,1,-1,2,1
24,56,0,1,-1,2,2,56,0,2,-1,2,1
24,57,0,1,-1,2,2,57,1,1,1,1,1
24,58,0,1,-1,2,2,58,1,1,1,1,1
24,59,0,1,-1,2,2,59,1,1,1,1,1
24,60,1,2,1,1,2,60,1,1,-1,2,1
24,61,1,2,1,1,2,61,1,1,1,1,1
24,62,1,2,1,1,2,62,0,1,-1,2,2
24,63,1,2,1,1,2,63,0,1,-1,2,2
24,64,1,2,1,1,2,64,0,1,-1,2,2
24,65,1,2,-1,2,2,65,1,2,-1,2,2
24,66,1,2,-1,2,2,66,0,1,-1,2,2
24,67,0,2,-1,2,3,67,1,2,1,1,2
24,68,0,2,-1,2,3,68,1,2,1,1,2
24,69,1,1,1,1,3,69,1,2,1,1,2
24,70,1,1,-1,2,3,70,1,2,1,1,2
24,71,1,1,-1,2,3,71,1,2,-1,2,2
24,72,0,2,-1,2,3,72,1,2,1,1,2
24,73,0,2,1,1,3,73,1,1,1,1,3
24,74,0,2,-1,2,3,74,1,1,-1,2,3
24,75,0,2,-1,2,3,75,0,2,-1,2,3
24,76,0,2,-1,2,3,76,0,2,1,1,3
24,77,1,1,1,1,3,77,0,2,1,1,3
24,78,1,1,-1,2,3,78,0,2,1,1,3
24,79,1,1,1,1,3,79,0,2,-1,2,3
24,80,1,1,-1,2,3,80,1,1,-1,2,3
24,81,1,1,-1,2,3,81,1,1,1,1,3
24,82,0,2,1,1,3,82,1,1,1,1,3
24,83,0,2,-1,2,1,83,1,1,1,1,3
24,84,0,2,-1,2,1,84,0,2,1,1,3
24,85,1,1,1,1,1,85,0,2,1,1,3
24,86,1,1,1,1,1,86,0,2,1,1,3
24,87,1,1,-1,2,1,87,0,2,1,1,3
24,88,0,2,-1,2,1,88,1,1,1,1,3
24,89,1,1,-1,2,1,89,1,1,-1,2,1
24,90,1,1,1,1,1,90,1,1,1,1,1
24,91,1,1,1,1,1,91,1,1,1,1,1
24,92,1,1,1,1,1,92,1,1,-1,2,1
24,93,0,1,-1,2,2,93,0,2,-1,2,1
24,94,0,1,-1,2,2,94,1,1,1,1,1
24,95,1,2,1,1,2,95,1,1,-1,2,1
24,96,1,2,1,1,2,96,0,2,1,1,1
24,97,1,2,1,1,2,97,0,2,-1,2,1
24,98,1,2,1,1,2,98,0,2,-1,2,1
24,99,1,2,1,1,2,99,1,1,-1,2,1
24,100,1,2,-1,2,2,100,1,1,-1,2,1
24,101,1,2,-1,2,2,101,0,2,-1,2,1
24,102,1,1,-1,2,1,102,1,1,1,1,1
24,103,0,2,-1,2,1,103,1,1,1,1,1
24,104,1,1,-1,2,1,104,1,1,-1,2,1
24,105,0,2,-1,2,1,105,1,2,1,1,2
24,106,0,2,-1,2,1,106,1,2,1,1,2
24,107,1,1,1,1,1,107,1,2,1,1,2
24,108,1,1,1,1,1,108,1,2,-1,2,2
24,109,1,1,1,1,1,109,0,1,-1,2,2
24,110,1,1,-1,2,1,110,1,2,1,1,2
24,111,0,2,-1,2,1,111,1,2,-1,2,2
24,112,0,2,-1,2,1,112,1,2,-1,2,2
24,113,0,2,1,1,1,113,0,2,-1,2,1
24,114,0,2,-1,2,1,114,0,2,-1,2,1
24,115,0,2,-1,2,1,115,0,2,1,1,1
24,116,1,1,1,1,1,116,0,2,1,1,1
24,117,1,1,1,1,1,117,0,2,-1,2,1
24,118,0,1,1,1,3,118,1,1,-1,2,1
24,119,0,1,1,1,3,119,1,1,1,1,1
24,120,0,1,1,1,3,120,0,2,1,1,1
24,121,0,1,1,1,3,121,0,2,-1,2,1
24,122,0,1,1,1,3,122,0,2,1,1,1
24,123,0,1,1,1,3,123,0,2,-1,2,1
24,124,0,1,1,1,3,124,0,2,-1,2,1
24,125,0,1,1,1,3,125,0,2,-1,2,1
24,126,0,1,1,1,3,126,0,2,-1,2,1
24,127,0,1,1,1,3,127,1,1,1,1,1
24,128,0,1,1,1,3,128,1,1,1,1,1
24,129,0,1,1,1,3,129,0,1,-1,2,3
24,130,0,1,-1,2,3,130,0,1,1,1,3
24,131,1,2,-1,2,3,131,0,1,1,1,3
24,132,1,2,-1,2,3,132,0,1,-1,2,3
24,133,0,1,-1,2,3,133,1,2,1,1,3
24,134,1,1,1,1,1,134,1,2,-1,2,3
24,135,1,1,1,1,1,135,0,1,1,1,3
24,136,1,1,1,1,1,136,0,1,1,1,3
24,137,1,1,1,1,1,137,0,1,-1,2,3
24,138,1,1,1,1,1,138,0,1,1,1,3
24,139,1,1,1,1,1,139,0,1,1,1,3
24,140,1,1,1,1,1,140,0,1,1,1,3
24,141,0,1,-1,2,2,141,0,1,-1,2,3
24,142,0,1,-1,2,2,142,0,1,-1,2,3
24,143,0,1,-1,2,2,143,1,2,-1,2,3
24,144,1,2,1,1,2,144,0,1,-1,2,3
24,145,1,2,1,1,2,145,1,1,-1,2,1
24,146,1,2,1,1,2,146,0,2,-1,2,1
24,147,1,2,1,1,2,147,0,2,1,1,1
24,148,1,2,1,1,2,148,0,2,1,1,1
24,149,1,2,1,1,2,149,0,2,-1,2,1
24,150,1,2,1,1,2,150,0,2,-1,2,1
24,151,0,2,1,1,3,151,0,2,1,1,1
24,152,0,2,-1,2,3,152,0,2,-1,2,1
24,153,0,2,-1,2,3,153,0,2,-1,2,1
24,154,1,1,-1,2,3,154,0,2,-1,2,1
24,155,1,1,-1,2,3,155,1,1,1,1,1
24,156,0,2,-1,2,3,156,1,1,1,1,1
24,157,0,2,-1,2,3,157,1,1,1,1,1
24,158,1,1,1,1,3,158,0,2,1,1,1
24,159,1,1,1,1,3,159,0,2,-1,2,1
24,160,1,1,-1,2,3,160,0,2,-1,2,1
24,161,1,1,-1,2,3,161,0,1,1,1,2
24,162,0,2,1,1,3,162,1,2,1,1,2
24,163,0,2,-1,2,3,163,1,2,1,1,2
24,164,0,2,1,1,3,164,1,2,1,1,2
24,165,0,2,1,1,3,165,1,2,1,1,2
24,166,0,2,-1,2,3,166,1,2,1,1,2
24,167,1,2,1,1,2,167,1,2,1,1,2
24,168,1,2,1,1,2,168,0,1,-1,2,2
24,169,1,2,1,1,2,169,1,2,1,1,2
24,170,1,2,1,1,2,170,0,2,1,1,3
24,171,1,2,1,1,2,171,0,2,1,1,3
24,172,1,2,1,1,2,172,1,1,1,1,3
24,173,1,2,1,1,2,173,1,1,1,1,3
24,174,0,2,-1,2,1,174,1,1,-1,2,3
24,175,1,1,1,1,1,175,0,2,1,1,3
24,176,1,1,1,1,1,176,0,2,1,1,3
24,177,1,1,-1,2,1,177,0,2,-1,2,3
24,178,0,2,-1,2,1,178,1,1,-1,2,3
24,179,0,2,-1,2,1,179,0,2,-1,2,3
24,180,1,1,-1,2,1,180,0,2,1,1,3
24,181,0,2,-1,2,1,181,0,2,-1,2,3
24,182,1,1,-1,2,1,182,0,2,1,1,3
24,183,0,2,-1,2,1,183,0,2,1,1,3
24,184,1,1,-1,2,1,184,0,2,1,1,3
24,185,1,1,1,1,1,185,0,2,1,1,3
24,186,1,1,1,1,1,186,1,2,1,1,2
24,187,1,1,1,1,1,187,1,2,1,1,2
24,188,1,1,-1,2,1,188,1,2,-1,2,2
24,189,0,1,1,1,3,189,0,1,-1,2,2
24,190,0,1,-1,2,3,190,1,2,1,1,2
24,191,0,1,1,1,3,191,1,2,-1,2,2
24,192,0,1,-1,2,3,192,1,2,1,1,2
24,193,0,1,-1,2,3,193,1,2,1,1,2
24,194,0,1,-1,2,3,194,0,2,-1,2,1
24,195,1,2,-1,2,3,195,1,1,1,1,1
24,196,1,2,1,1,3,196,1,1,1,1,1
24,197,1,2,-1,2,3,197,1,1,1,1,1
24,198,1,2,1,1,3,198,1,1,1,1,1
24,199,1,2,-1,2,3,199,0,2,-1,2,1
24,200,1,2,1,1,3,200,0,2,-1,2,1
24,201,1,2,1,1,3,201,0,2,-1,2,1
24,202,0,2,-1,2,1,202,0,2,-1,2,1
24,203,0,2,-1,2,1,203,1,1,-1,2,1
24,204,1,1,1,1,1,204,0,2,-1,2,1
24,205,1,1,1,1,1,205,0,2,-1,2,1
24,206,1,1,-1,2,1,206,1,1,1,1,1
24,207,1,1,-1,2,1,207,1,1,1,1,1
24,208,0,2,-1,2,1,208,1,1,-1,2,1
24,209,0,2,-1,2,1,209,1,1,1,1,1
24,210,1,1,1,1,1,210,0,1,-1,2,3
24,211,1,1,1,1,1,211,0,1,-1,2,3
24,212,1,1,1,1,1,212,1,2,-1,2,3
24,213,0,1,-1,2,2,213,0,1,-1,2,3
24,214,0,1,-1,2,2,214,1,2,1,1,3
24,215,0,1,1,1,2,215,1,2,-1,2,3
24,216,0,1,1,1,2,216,1,2,1,1,3
24,217,0,1,-1,2,2,217,1,2,-1,2,3
24,218,0,1,-1,2,2,218,0,1,1,1,3
24,219,1,2,1,1,2,219,1,2,-1,2,3
24,220,1,2,1,1,2,220,0,1,-1,2,3
24,221,1,2,1,1,2,221,0,1,1,1,3
24,222,1,2,1,1,2,222,0,1,-1,2,3
24,223,1,2,1,1,2,223,1,2,1,1,3
24,224,1,2,-1,2,2,224,1,2,-1,2,3
24,225,1,2,1,1,2,225,1,2,-1,2,3
24,226,0,2,-1,2,1,226,0,2,-1,2,1
24,227,1,1,-1,2,1,227,0,2,-1,2,1
24,228,1,1,1,1,1,228,1,1,1,1,1
24,229,1,1,1,1,1,229,1,1,1,1,1
24,230,1,1,-1,2,1,230,1,1,-1,2,1
24,231,1,1,1,1,1,231,0,2,-1,2,1
24,232,1,1,-1,2,1,232,1,1,1,1,1
24,233,1,1,-1,2,1,233,0,2,-1,2,1
24,234,1,2,1,1,3,234,0,2,1,1,1
24,235,1,2,-1,2,3,235,0,2,-1,2,1
24,236,1,2,-1,2,3,236,1,1,-1,2,1
24,237,0,1,1,1,3,237,1,1,1,1,1
24,238,0,1,1,1,3,238,1,1,1,1,1
24,239,0,1,-1,2,3,239,1,1,1,1,1
24,240,0,1,1,1,3,240,0,2,1,1,1
24,241,0,1,1,1,3,241,0,2,-1,2,1
24,242,0,1,-1,2,3,242,1,2,1,1,2
24,243,1,2,-1,2,3,243,1,2,1,1,2
24,244,1,2,1,1,3,244,1,2,1,1,2
24,245,1,2,1,1,3,245,1,2,-1,2,2
24,246,1,2,-1,2,3,246,1,2,1,1,2
24,247,0,1,-1,2,3,247,1,2,-1,2,2
24,248,0,1,-1,2,3,248,0,1,-1,2,2
24,249,0,1,1,1,3,249,0,1,-1,2,2
25,1,1,1,1,1,1,1,0,2,-1,2,1
25,2,1,1,1,1,1,2,0,2,-1,2,1
25,3,1,1,1,1,1,3,1,1,-1,2,1
25,4,1,1,1,1,1,4,0,2,1,1,1
25,5,1,1,1,1,1,5,0,2,1,1,1
25,6,1,1,1,1,1,6,0,2,-1,2,1
25,7,1,1,-1,2,1,7,1,1,1,1,1
25,8,1,2,1,1,2,8,1,1,1,1,1
25,9,1,2,1,1,2,9,1,1,1,1,1
25,10,1,2,1,1,2,10,1,1,1,1,1
25,11,1,2,1,1,2,11,1,1,-1,2,1
25,12,1,2,1,1,2,12,1,1,1,1,1
25,13,1,2,-1,2,2,13,0,1,-1,2,2
25,14,0,1,-1,2,2,14,1,2,1,1,2
25,15,1,2,1,1,2,15,1,2,1,1,2
25,16,0,2,1,1,3,16,1,2,-1,2,2
25,17,0,2,-1,2,3,17,1,2,1,1,2
25,18,1,1,-1,2,3,18,1,2,1,1,2
25,19,0,2,-1,2,3,19,0,1,-1,2,2
25,20,1,1,1,1,3,20,0,1,1,1,2
25,21,1,1,1,1,3,21,0,1,-1,2,2
25,22,1,1,-1,2,3,22,1,2,1,1,2
25,23,1,1,-1,2,3,23,0,1,-1,2,2
25,24,1,1,1,1,3,24,0,1,-1,2,2
25,25,1,1,-1,2,3,25,1,2,1,1,2
25,26,1,2,-1,2,2,26,0,1,-1,2,2
25,27,0,1,-1,2,2,27,1,2,1,1,2
25,28,1,2,1,1,2,28,1,2,1,1,2
25,29,1,2,1,1,2,29,1,1,-1,2,3
25,30,1,2,1,1,2,30,0,2,1,1,3
25,31,1,2,1,1,2,31,0,2,-1,2,3
25,32,1,2,1,1,2,32,1,1,1,1,3
25,33,1,2,1,1,2,33,1,1,-1,2,3
25,34,0,2,-1,2,1,34,0,2,-1,2,3
25,35,1,1,1,1,1,35,1,1,-1,2,3
25,36,1,1,1,1,1,36,0,2,-1,2,3
25,37,1,1,1,1,1,37,1,1,1,1,3
25,38,1,1,1,1,1,38,1,1,1,1,3
25,39,1,1,1,1,1,39,1,1,-1,2,3
25,40,1,1,1,1,1,40,0,2,-1,2,3
25,41,1,1,1,1,1,41,1,1,1,1,3
25,42,0,1,-1,2,2,42,0,1,-1,2,2
25,43,1,2,1,1,2,43,0,1,-1,2,2
25,44,1,2,1,1,2,44,1,2,1,1,2
25,45,1,2,1,1,2,45,1,2,-1,2,2
25,46,1,2,1,1,2,46,0,1,-1,2,2
25,47,1,2,-1,2,2,47,1,2,1,1,2
25,48,1,2,1,1,2,48,0,1,1,1,2
25,49,1,2,-1,2,2,49,0,1,1,1,2
25,50,1,1,-1,2,3,50,0,1,1,1,2
25,51,0,2,-1,2,3,51,0,1,-1,2,2
25,52,1,1,-1,2,3,52,0,1,-1,2,2
25,53,0,2,-1,2,3,53,1,2,1,1,2
25,54,1,1,1,1,3,54,0,1,-1,2,2
25,55,1,1,1,1,3,55,1,2,1,1,2
25,56,1,1,-1,2,3,56,1,2,1,1,2
25,57,1,1,-1,2,3,57,1,2,1,1,2
25,58,0,2,-1,2,3,58,0,2,-1,2,1
25,59,1,1,1,1,3,59,1,1,1,1,1
25,60,1,1,1,1,1,60,1,1,1,1,1
25,61,1,1,-1,2,1,61,1,1,1,1,1
25,62,1,1,1,1,1,62,0,2,-1,2,1
25,63,1,1,1,1,1,63,1,1,1,1,1
25,64,1,1,-1,2,1,64,1,1,1,1,1
25,65,1,1,1,1,1,65,1,1,-1,2,1
25,66,1,1,-1,2,1,66,1,1,-1,2,1
25,67,0,1,-1,2,2,67,0,1,1,1,2
25,68,1,2,1,1,2,68,0,1,-1,2,2
25,69,1,2,1,1,2,69,0,1,-1,2,2
25,70,1,2,1,1,2,70,1,2,1,1,2
25,71,1,2,-1,2,2,71,1,2,1,1,2
25,72,1,2,1,1,2,72,1,2,-1,2,2
25,73,1,2,1,1,2,73,0,1,-1,2,2
25,74,1,2,1,1,2,74,1,2,1,1,2
25,75,0,2,-1,2,1,75,0,1,-1,2,2
25,76,1,1,1,1,1,76,1,2,1,1,2
25,77,1,1,1,1,1,77,1,2,1,1,2
25,78,1,1,1,1,1,78,1,2,1,1,2
25,79,1,1,1,1,1,79,0,2,-1,2,3
25,80,1,1,1,1,1,80,1,1,-1,2,3
25,81,1,1,1,1,1,81,0,2,1,1,3
25,82,1,1,1,1,1,82,0,2,1,1,3
25,83,0,1,1,1,3,83,0,2,-1,2,3
