pp,trial1,hit1,response1,outcome1,outcometype1,condition1,trial2,hit2,response2,outcome2,outcometype2,condition2
12,30,0,2,-1,2,3,30,1,1,1,1,3
12,31,1,1,1,1,3,31,1,1,-1,2,3
12,32,1,1,-1,2,3,32,1,1,-1,2,3
12,33,0,2,1,1,3,33,1,2,1,1,2
12,34,0,2,1,1,3,34,1,2,1,1,2
12,35,0,2,1,1,3,35,1,2,-1,2,2
12,36,1,2,1,1,2,36,1,2,1,1,2
12,37,1,2,1,1,2,37,1,2,1,1,2
12,38,1,2,1,1,2,38,1,2,1,1,2
12,39,1,2,1,1,2,39,1,2,1,1,2
12,40,1,2,1,1,2,40,0,2,-1,2,1
12,41,1,2,1,1,2,41,0,2,1,1,1
12,42,1,2,1,1,2,42,0,2,-1,2,1
12,43,0,2,-1,2,1,43,0,2,-1,2,1
12,44,1,1,-1,2,1,44,1,1,1,1,1
12,45,0,2,-1,2,1,45,1,1,1,1,1
12,46,1,1,1,1,1,46,1,1,1,1,1
12,47,1,1,1,1,1,47,1,1,1,1,1
12,48,1,1,1,1,1,48,1,1,1,1,1
12,49,1,1,1,1,1,49,1,1,1,1,1
12,50,1,1,1,1,1,50,1,1,1,1,1
12,51,1,1,1,1,1,51,0,1,-1,2,2
12,52,0,1,-1,2,2,52,0,1,-1,2,2
12,53,0,1,-1,2,2,53,1,2,1,1,2
12,54,0,1,1,1,2,54,1,2,1,1,2
12,55,0,1,-1,2,2,55,1,2,1,1,2
12,56,1,2,1,1,2,56,1,2,1,1,2
12,57,1,2,1,1,2,57,1,2,-1,2,2
12,58,1,2,-1,2,2,58,1,2,1,1,2
12,59,1,2,-1,2,2,59,1,2,-1,2,2
12,60,0,1,-1,2,2,60,1,1,1,1,3
12,61,1,2,-1,2,2,61,1,1,1,1,3
12,62,0,1,1,1,2,62,1,1,-1,2,3
12,63,0,1,-1,2,2,63,1,1,1,1,3
12,64,0,1,-1,2,2,64,1,1,1,1,3
12,65,1,2,1,1,2,65,1,1,1,1,3
12,66,1,2,1,1,2,66,1,1,1,1,3
12,67,1,2,1,1,2,67,1,1,-1,2,1
12,68,0,2,1,1,3,68,0,2,-1,2,1
12,69,0,2,-1,2,3,69,1,1,1,1,1
12,70,0,2,-1,2,3,70,1,1,1,1,1
12,71,0,2,-1,2,3,71,1,1,1,1,1
12,72,1,1,1,1,3,72,1,1,1,1,1
12,73,1,1,1,1,3,73,1,1,-1,2,1
12,74,1,1,1,1,3,74,0,2,-1,2,1
12,75,1,1,-1,2,3,75,0,2,-1,2,1
12,76,0,2,1,1,3,76,1,1,1,1,1
12,77,0,2,1,1,3,77,0,1,1,1,2
12,78,0,2,-1,2,3,78,0,1,-1,2,2
12,79,1,1,-1,2,3,79,1,2,-1,2,2
12,80,0,2,-1,2,3,80,0,1,-1,2,2
12,81,1,1,1,1,3,81,1,2,1,1,2
12,82,1,1,1,1,3,82,1,2,1,1,2
12,83,1,1,1,1,3,83,1,2,1,1,2
12,84,1,1,1,1,1,84,1,2,1,1,2
12,85,1,1,1,1,1,85,1,2,1,1,2
12,86,1,1,1,1,1,86,1,2,1,1,2
12,87,1,1,1,1,1,87,0,2,-1,2,1
12,88,1,1,-1,2,1,88,0,2,-1,2,1
12,89,0,2,-1,2,1,89,1,1,1,1,1
12,90,1,1,1,1,1,90,1,1,-1,2,1
12,91,1,1,1,1,1,91,1,1,1,1,1
12,92,0,1,-1,2,2,92,1,1,-1,2,1
12,93,1,2,-1,2,2,93,1,1,1,1,1
12,94,0,1,1,1,2,94,1,1,1,1,1
12,95,0,1,-1,2,2,95,1,1,1,1,1
12,96,1,2,-1,2,2,96,0,1,1,1,3
12,97,0,1,-1,2,2,97,0,1,-1,2,3
12,98,1,2,1,1,2,98,0,1,-1,2,3
12,99,1,2,1,1,2,99,1,2,1,1,3
12,100,1,2,1,1,2,100,1,2,-1,2,3
12,101,1,2,-1,2,2,101,1,2,1,1,3
12,102,1,2,1,1,2,102,1,2,-1,2,3
12,103,0,2,1,1,1,103,1,2,1,1,3
12,104,0,2,-1,2,1,104,1,2,-1,2,3
12,105,0,2,-1,2,1,105,1,2,1,1,3
12,106,1,1,1,1,1,106,0,2,-1,2,1
12,107,1,1,1,1,1,107,0,2,-1,2,1
12,108,1,1,-1,2,1,108,1,1,1,1,1
12,109,1,1,1,1,1,109,1,1,1,1,1
12,110,1,1,1,1,1,110,1,1,1,1,1
12,111,1,1,1,1,1,111,1,1,1,1,1
12,112,1,1,1,1,1,112,1,1,1,1,1
12,113,0,1,-1,2,3,113,1,1,1,1,1
12,114,0,1,-1,2,3,114,1,1,-1,2,1
12,115,1,2,1,1,3,115,1,2,1,1,2
12,116,1,2,1,1,3,116,1,2,1,1,2
12,117,1,2,1,1,3,117,1,2,-1,2,2
12,118,1,2,1,1,3,118,1,2,1,1,2
12,119,1,2,-1,2,3,119,1,2,1,1,2
12,120,1,2,-1,2,3,120,1,2,1,1,2
12,121,0,1,-1,2,3,121,1,2,-1,2,2
12,122,1,2,-1,2,3,122,1,1,1,1,3
12,123,1,1,1,1,1,123,1,1,1,1,3
12,124,1,1,1,1,1,124,1,1,1,1,3
12,125,1,1,1,1,1,125,1,1,1,1,3
12,126,1,1,1,1,1,126,1,1,1,1,3
12,127,1,1,-1,2,1,127,1,1,-1,2,3
12,128,1,1,1,1,1,128,0,2,1,1,3
12,129,1,1,1,1,1,129,0,2,-1,2,3
12,130,0,1,-1,2,2,130,0,2,1,1,3
12,131,0,1,-1,2,2,131,0,2,-1,2,3
12,132,0,1,-1,2,2,132,0,2,1,1,3
12,133,1,2,1,1,2,133,0,2,-1,2,3
12,134,1,2,1,1,2,134,0,2,-1,2,3
12,135,1,2,-1,2,2,135,1,1,-1,2,3
12,136,1,2,1,1,2,136,1,1,1,1,3
12,137,1,2,-1,2,2,137,1,1,-1,2,3
12,138,0,1,-1,2,2,138,0,1,1,1,2
12,139,1,2,1,1,2,139,0,1,-1,2,2
12,140,1,2,1,1,2,140,0,1,-1,2,2
12,141,0,2,-1,2,3,141,1,2,1,1,2
12,142,0,2,-1,2,3,142,1,2,1,1,2
12,143,1,1,1,1,3,143,1,2,1,1,2
12,144,1,1,1,1,3,144,1,2,1,1,2
12,145,1,1,-1,2,3,145,1,2,1,1,2
12,146,1,1,1,1,3,146,1,2,1,1,2
12,147,1,1,1,1,3,147,1,2,1,1,2
12,148,1,1,1,1,3,148,0,2,1,1,1
12,149,1,1,1,1,3,149,0,2,1,1,1
12,150,0,1,-1,2,2,150,0,2,-1,2,1
12,151,0,1,-1,2,2,151,1,1,1,1,1
12,152,1,2,1,1,2,152,1,1,1,1,1
12,153,1,2,1,1,2,153,1,1,1,1,1
12,154,1,2,1,1,2,154,1,1,1,1,1
12,155,1,2,1,1,2,155,1,1,-1,2,1
12,156,1,2,1,1,2,156,1,1,-1,2,1
12,157,1,2,1,1,2,157,0,2,-1,2,1
12,158,1,2,1,1,2,158,0,2,-1,2,1
12,159,0,2,-1,2,1,159,1,1,1,1,1
12,160,0,2,-1,2,1,160,0,1,1,1,3
12,161,1,1,1,1,1,161,0,1,1,1,3
12,162,1,1,1,1,1,162,0,1,-1,2,3
12,163,1,1,-1,2,1,163,1,2,-1,2,3
12,164,1,1,1,1,1,164,0,1,-1,2,3
12,165,1,1,1,1,1,165,1,2,-1,2,3
12,166,1,1,1,1,1,166,0,1,1,1,3
12,167,1,1,1,1,1,167,0,1,-1,2,3
12,168,0,1,-1,2,3,168,1,2,1,1,3
12,169,1,2,-1,2,3,169,1,2,1,1,3
12,170,1,2,-1,2,3,170,1,2,1,1,3
12,171,0,1,1,1,3,171,1,2,-1,2,3
12,172,0,1,-1,2,3,172,1,2,-1,2,3
12,173,1,2,-1,2,3,173,1,1,1,1,1
12,174,0,1,-1,2,3,174,1,1,1,1,1
12,175,1,2,1,1,3,175,1,1,-1,2,1
12,176,1,2,1,1,3,176,1,1,1,1,1
12,177,1,2,1,1,3,177,1,1,1,1,1
12,178,1,2,-1,2,3,178,1,1,1,1,1
12,179,0,2,-1,2,1,179,1,1,1,1,1
12,180,1,1,1,1,1,180,0,1,-1,2,2
12,181,1,1,1,1,1,181,0,1,-1,2,2
12,182,1,1,1,1,1,182,1,2,-1,2,2
12,183,1,1,1,1,1,183,0,1,-1,2,2
12,184,1,1,1,1,1,184,1,2,-1,2,2
12,185,1,1,1,1,1,185,0,1,-1,2,2
12,186,1,1,1,1,1,186,1,2,-1,2,2
12,187,0,1,-1,2,2,187,1,2,1,1,2
12,188,0,1,-1,2,2,188,1,2,1,1,2
12,189,1,2,1,1,2,189,1,2,-1,2,2
12,190,1,2,1,1,2,190,1,2,1,1,2
12,191,1,2,1,1,2,191,0,2,1,1,1
12,192,1,2,1,1,2,192,0,2,-1,2,1
12,193,1,2,1,1,2,193,1,1,-1,2,1
12,194,1,2,-1,2,2,194,0,2,1,1,1
12,195,1,2,1,1,2,195,0,2,1,1,1
12,196,0,2,1,1,1,196,0,2,-1,2,1
12,197,0,2,-1,2,1,197,1,1,1,1,1
12,198,0,2,-1,2,1,198,1,1,1,1,1
12,199,1,1,1,1,1,199,1,1,1,1,1
12,200,1,1,1,1,1,200,1,1,1,1,1
12,201,1,1,1,1,1,201,1,1,1,1,1
12,202,1,1,1,1,1,202,1,1,1,1,1
12,203,1,1,1,1,1,203,0,1,-1,2,3
12,204,1,1,1,1,1,204,0,1,-1,2,3
12,205,1,1,1,1,1,205,1,2,-1,2,3
12,206,0,1,1,1,3,206,0,1,1,1,3
12,207,0,1,-1,2,3,207,0,1,1,1,3
12,208,0,1,-1,2,3,208,0,1,1,1,3
12,209,1,2,1,1,3,209,0,1,-1,2,3
12,210,1,2,1,1,3,210,1,2,1,1,3
12,211,1,2,1,1,3,211,1,2,1,1,3
12,212,1,2,1,1,3,212,1,2,-1,2,3
12,213,1,2,1,1,3,213,1,2,1,1,3
12,214,1,2,-1,2,3,214,1,2,1,1,3
12,215,1,2,-1,2,3,215,1,2,1,1,3
12,216,0,1,-1,2,2,216,1,2,-1,2,3
12,217,1,2,1,1,2,217,1,2,-1,2,2
12,218,1,2,-1,2,2,218,0,1,1,1,2
12,219,0,1,-1,2,2,219,0,1,-1,2,2
12,220,1,2,1,1,2,220,0,1,-1,2,2
12,221,1,2,1,1,2,221,0,1,-1,2,2
12,222,1,2,1,1,2,222,1,2,-1,2,2
12,223,1,2,1,1,2,223,1,2,1,1,2
12,224,1,2,1,1,2,224,1,2,1,1,2
12,225,0,2,-1,2,3,225,1,2,1,1,2
12,226,1,1,-1,2,3,226,1,2,-1,2,2
12,227,0,2,-1,2,3,227,1,2,1,1,2
12,228,1,1,1,1,3,228,1,2,-1,2,2
12,229,1,1,-1,2,3,229,1,1,1,1,3
12,230,1,1,-1,2,3,230,1,1,1,1,3
12,231,0,2,1,1,3,231,1,1,-1,2,3
12,232,0,2,1,1,3,232,1,1,-1,2,3
12,233,0,2,-1,2,3,233,1,1,1,1,3
12,234,1,1,1,1,3,234,1,1,-1,2,3
12,235,1,1,1,1,3,235,1,1,-1,2,3
12,236,1,1,1,1,3,236,1,2,-1,2,2
12,237,1,1,-1,2,3,237,1,2,1,1,2
12,238,0,1,-1,2,2,238,1,2,-1,2,2
12,239,1,2,1,1,2,239,1,2,1,1,2
12,240,1,2,1,1,2,240,1,2,1,1,2
12,241,1,2,-1,2,2,241,1,2,1,1,2
12,242,1,2,-1,2,2,242,1,2,1,1,2
12,243,0,1,-1,2,2,243,0,2,-1,2,1
12,244,1,2,1,1,2,244,0,2,-1,2,1
12,245,1,2,1,1,2,245,1,1,1,1,1
12,246,1,2,-1,2,2,246,1,1,1,1,1
12,247,1,1,-1,2,1,247,1,1,-1,2,1
12,248,0,2,-1,2,1,248,1,1,1,1,1
12,249,1,1,1,1,1,249,1,1,-1,2,1
13,1,0,2,1,1,1,1,1,1,1,1,1
13,2,0,2,-1,2,1,2,1,1,1,1,1
13,3,1,1,1,1,1,3,1,1,1,1,1
13,4,1,1,1,1,1,4,0,2,-1,2,1
13,5,1,1,1,1,1,5,0,2,-1,2,1
13,6,1,1,1,1,1,6,0,2,-1,2,1
13,7,1,1,1,1,1,7,1,1,1,1,1
13,8,1,1,1,1,1,8,1,1,1,1,1
13,9,1,1,1,1,1,9,1,1,1,1,1
13,10,0,1,-1,2,2,10,1,1,-1,2,1
13,11,0,1,-1,2,2,11,0,1,1,1,2
13,12,1,2,1,1,2,12,0,1,-1,2,2
13,13,1,2,1,1,2,13,0,1,-1,2,2
13,14,1,2,1,1,2,14,1,2,1,1,2
13,15,NA,NA,NA,NA,2,15,1,2,1,1,2
13,16,1,2,1,1,2,16,1,2,1,1,2
13,17,1,2,1,1,2,17,1,2,1,1,2
13,18,1,2,1,1,2,18,1,2,1,1,2
13,19,1,2,1,1,2,19,1,2,1,1,2
13,20,0,2,1,1,3,20,1,2,1,1,2
13,21,0,2,-1,2,3,21,0,2,-1,2,3
13,22,0,2,-1,2,3,22,0,2,-1,2,3
13,23,1,1,1,1,3,23,1,1,1,1,3
13,24,1,1,1,1,3,24,1,1,1,1,3
13,25,1,1,-1,2,3,25,1,1,-1,2,3
13,26,0,2,-1,2,3,26,1,1,1,1,3
13,27,1,1,1,1,3,27,1,1,1,1,3
13,28,1,1,1,1,3,28,1,1,-1,2,3
13,29,1,1,-1,2,3,29,1,1,-1,2,3
13,30,0,2,-1,2,3,30,1,2,-1,2,2
13,31,1,1,1,1,3,31,1,2,1,1,2
13,32,0,1,-1,2,2,32,1,2,1,1,2
13,33,1,2,1,1,2,33,1,2,1,1,2
13,34,1,2,1,1,2,34,1,2,1,1,2
13,35,1,2,1,1,2,35,1,2,1,1,2
13,36,1,2,1,1,2,36,1,2,-1,2,2
13,37,1,2,1,1,2,37,0,2,1,1,1
13,38,1,2,1,1,2,38,0,2,-1,2,1
13,39,1,2,1,1,2,39,0,2,-1,2,1
13,40,0,2,-1,2,1,40,1,1,1,1,1
13,41,1,1,1,1,1,41,1,1,1,1,1
13,42,1,1,1,1,1,42,1,1,-1,2,1
13,43,1,1,1,1,1,43,1,1,1,1,1
13,44,1,1,-1,2,1,44,1,1,-1,2,1
13,45,0,2,1,1,1,45,1,1,1,1,1
13,46,0,2,1,1,1,46,1,1,1,1,1
13,47,0,2,-1,2,1,47,0,1,-1,2,2
13,48,1,1,1,1,1,48,0,1,-1,2,2
13,49,1,1,1,1,1,49,1,2,1,1,2
13,50,1,1,1,1,1,50,1,2,1,1,2
13,51,0,1,1,1,2,51,1,2,1,1,2
13,52,0,1,-1,2,2,52,1,2,1,1,2
13,53,1,2,1,1,2,53,1,2,1,1,2
13,54,1,2,-1,2,2,54,1,2,1,1,2
13,55,0,1,-1,2,2,55,1,2,-1,2,2
13,56,1,2,1,1,2,56,0,2,1,1,3
13,57,1,2,-1,2,2,57,0,2,-1,2,3
13,58,0,1,1,1,2,58,0,2,1,1,3
13,59,0,1,1,1,2,59,0,2,1,1,3
13,60,0,1,-1,2,2,60,0,2,-1,2,3
13,61,1,2,1,1,2,61,0,2,-1,2,3
13,62,1,2,1,1,2,62,1,1,1,1,3
13,63,1,2,1,1,2,63,1,1,1,1,3
13,64,1,2,1,1,2,64,1,1,1,1,3
13,65,1,2,-1,2,2,65,1,1,1,1,3
13,66,1,1,1,1,3,66,1,1,1,1,3
13,67,1,1,1,1,3,67,1,1,-1,2,3
13,68,1,1,-1,2,3,68,1,1,-1,2,3
13,69,0,2,-1,2,3,69,0,2,1,1,1
13,70,0,2,1,1,3,70,0,2,-1,2,1
13,71,0,2,-1,2,3,71,0,2,-1,2,1
13,72,0,2,-1,2,3,72,1,1,1,1,1
13,73,1,1,-1,2,3,73,1,1,-1,2,1
13,74,0,2,1,1,3,74,1,1,1,1,1
13,75,0,2,1,1,3,75,1,1,-1,2,1
13,76,0,2,-1,2,3,76,1,1,1,1,1
13,77,0,2,1,1,3,77,1,1,1,1,1
13,78,0,2,1,1,3,78,1,1,-1,2,1
13,79,0,2,-1,2,3,79,0,1,1,1,2
13,80,1,1,-1,2,3,80,0,1,1,1,2
13,81,1,1,1,1,3,81,0,1,-1,2,2
13,82,1,1,1,1,1,82,0,1,-1,2,2
13,83,1,1,1,1,1,83,0,1,-1,2,2
13,84,1,1,1,1,1,84,1,2,1,1,2
13,85,1,1,1,1,1,85,1,2,1,1,2
13,86,1,1,-1,2,1,86,1,2,1,1,2
13,87,0,2,-1,2,1,87,1,2,-1,2,2
13,88,0,2,-1,2,1,88,1,2,1,1,2
13,89,1,1,1,1,1,89,1,2,1,1,2
13,90,1,1,-1,2,1,90,1,2,1,1,2
13,91,1,2,1,1,2,91,0,2,-1,2,1
13,92,1,2,-1,2,2,92,0,2,-1,2,1
13,93,1,2,1,1,2,93,1,1,1,1,1
13,94,1,2,1,1,2,94,1,1,1,1,1
13,95,1,2,1,1,2,95,1,1,1,1,1
13,96,1,2,1,1,2,96,1,1,1,1,1
13,97,1,2,1,1,2,97,1,1,-1,2,1
13,98,0,2,1,1,1,98,1,1,1,1,1
13,99,0,2,-1,2,1,99,1,1,-1,2,1
13,100,1,1,1,1,1,100,0,1,-1,2,3
13,101,1,1,1,1,1,101,1,2,-1,2,3
13,102,1,1,1,1,1,102,1,2,-1,2,3
13,103,1,1,1,1,1,103,0,1,-1,2,3
13,104,1,1,1,1,1,104,0,1,1,1,3
13,105,1,1,1,1,1,105,0,1,-1,2,3
13,106,1,1,1,1,1,106,0,1,1,1,3
13,107,0,1,1,1,3,107,0,1,1,1,3
13,108,0,1,1,1,3,108,0,1,1,1,3
13,109,0,1,1,1,3,109,0,1,-1,2,3
13,110,0,1,-1,2,3,110,0,1,-1,2,3
13,111,1,2,-1,2,3,111,1,2,-1,2,3
13,112,0,1,-1,2,3,112,1,2,1,1,3
13,113,1,2,-1,2,3,113,1,2,1,1,3
13,114,0,1,-1,2,3,114,1,2,-1,2,3
13,115,1,2,1,1,3,115,1,2,1,1,3
13,116,1,2,1,1,3,116,0,2,-1,2,1
13,117,1,2,1,1,3,117,0,2,-1,2,1
13,118,1,2,-1,2,3,118,1,1,-1,2,1
13,119,0,1,-1,2,3,119,1,1,1,1,1
13,120,1,2,-1,2,3,120,1,1,1,1,1
13,121,1,1,1,1,1,121,1,1,-1,2,1
13,122,1,1,1,1,1,122,1,1,1,1,1
13,123,1,1,1,1,1,123,1,1,1,1,1
13,124,1,1,1,1,1,124,1,1,1,1,1
13,125,1,1,1,1,1,125,0,1,-1,2,2
13,126,1,1,-1,2,1,126,0,1,-1,2,2
13,127,1,1,1,1,1,127,1,2,1,1,2
13,128,0,1,1,1,2,128,1,2,1,1,2
13,129,0,1,-1,2,2,129,1,2,1,1,2
13,130,0,1,-1,2,2,130,1,2,1,1,2
13,131,0,1,-1,2,2,131,1,2,1,1,2
13,132,1,2,-1,2,2,132,1,2,1,1,2
13,133,0,1,-1,2,2,133,1,2,-1,2,2
13,134,0,1,-1,2,2,134,0,2,-1,2,3
13,135,0,1,-1,2,2,135,1,1,-1,2,3
13,136,1,2,1,1,2,136,1,1,-1,2,3
13,137,1,2,1,1,2,137,0,2,1,1,3
13,138,1,2,1,1,2,138,0,2,-1,2,3
13,139,1,2,1,1,2,139,0,2,-1,2,3
13,140,1,2,1,1,2,140,1,1,-1,2,3
13,141,1,2,1,1,2,141,1,1,1,1,3
13,142,0,2,-1,2,3,142,1,1,1,1,3
13,143,1,1,-1,2,3,143,1,1,1,1,3
13,144,0,2,-1,2,3,144,1,1,-1,2,3
13,145,1,1,-1,2,3,145,0,1,-1,2,2
13,146,1,1,-1,2,3,146,1,2,1,1,2
13,147,0,2,-1,2,3,147,1,2,-1,2,2
13,148,0,2,-1,2,3,148,1,2,1,1,2
13,149,1,1,-1,2,3,149,1,2,1,1,2
13,150,1,1,1,1,3,150,1,2,1,1,2
13,151,1,1,-1,2,3,151,1,2,1,1,2
13,152,1,1,-1,2,3,152,1,2,1,1,2
13,153,1,2,1,1,2,153,0,2,-1,2,1
13,154,1,2,1,1,2,154,0,2,-1,2,1
13,155,1,2,-1,2,2,155,1,1,1,1,1
13,156,1,2,1,1,2,156,1,1,1,1,1
13,157,1,2,1,1,2,157,1,1,1,1,1
13,158,1,2,-1,2,2,158,1,1,1,1,1
13,159,1,2,1,1,2,159,1,1,1,1,1
13,160,0,2,-1,2,1,160,1,1,1,1,1
13,161,1,1,1,1,1,161,1,1,1,1,1
13,162,1,1,-1,2,1,162,0,1,1,1,3
13,163,1,1,1,1,1,163,0,1,-1,2,3
13,164,1,1,1,1,1,164,1,2,1,1,3
13,165,1,1,-1,2,1,165,1,2,1,1,3
13,166,1,1,1,1,1,166,1,2,1,1,3
13,167,1,1,1,1,1,167,1,2,-1,2,3
13,168,0,1,-1,2,3,168,1,2,-1,2,3
13,169,1,2,-1,2,3,169,0,1,1,1,3
13,170,1,2,1,1,3,170,0,1,-1,2,3
13,171,1,2,-1,2,3,171,0,1,-1,2,3
13,172,1,2,1,1,3,172,1,2,1,1,3
13,173,1,2,1,1,3,173,1,2,1,1,3
13,174,1,2,-1,2,3,174,0,2,-1,2,1
13,175,1,2,-1,2,3,175,0,2,1,1,1
13,176,1,1,-1,2,1,176,0,2,1,1,1
13,177,1,1,-1,2,1,177,0,2,1,1,1
13,178,1,1,1,1,1,178,0,2,-1,2,1
13,179,1,1,1,1,1,179,0,2,-1,2,1
13,180,1,1,1,1,1,180,1,1,1,1,1
13,181,1,1,1,1,1,181,1,1,1,1,1
13,182,1,1,1,1,1,182,1,1,1,1,1
13,183,0,1,-1,2,2,183,1,1,1,1,1
13,184,1,2,1,1,2,184,1,1,1,1,1
13,185,1,2,1,1,2,185,1,1,-1,2,1
13,186,1,2,1,1,2,186,1,1,-1,2,1
13,187,1,2,-1,2,2,187,1,2,1,1,2
13,188,1,2,1,1,2,188,1,2,1,1,2
13,189,1,2,-1,2,2,189,1,2,-1,2,2
13,190,0,1,-1,2,2,190,1,2,1,1,2
13,191,0,1,1,1,2,191,1,2,1,1,2
13,192,0,1,-1,2,2,192,1,2,-1,2,2
13,193,0,1,-1,2,2,193,1,2,-1,2,2
13,194,1,2,1,1,2,194,1,1,-1,2,1
13,195,1,2,1,1,2,195,1,1,-1,2,1
13,196,1,2,1,1,2,196,0,2,-1,2,1
13,197,1,2,1,1,2,197,0,2,-1,2,1
13,198,1,2,1,1,2,198,1,1,1,1,1
13,199,0,2,-1,2,1,199,1,1,1,1,1
13,200,1,1,1,1,1,200,1,1,-1,2,1
13,201,0,2,-1,2,1,201,1,1,1,1,1
13,202,1,1,1,1,1,202,1,1,1,1,1
13,203,0,2,-1,2,1,203,0,1,1,1,3
13,204,1,1,1,1,1,204,0,1,-1,2,3
13,205,1,1,1,1,1,205,0,1,1,1,3
13,206,0,2,1,1,1,206,0,1,1,1,3
13,207,1,1,1,1,1,207,0,1,1,1,3
13,208,1,1,-1,2,1,208,0,1,-1,2,3
13,209,1,1,1,1,1,209,0,1,-1,2,3
13,210,1,2,-1,2,3,210,1,2,-1,2,3
13,211,0,1,1,1,3,211,1,2,-1,2,3
13,212,0,1,1,1,3,212,0,1,-1,2,3
13,213,1,2,1,1,3,213,0,1,1,1,3
13,214,0,1,-1,2,3,214,0,1,1,1,3
13,215,0,1,-1,2,3,215,0,1,-1,2,3
13,216,1,2,1,1,3,216,0,1,-1,2,3
13,217,0,1,1,1,3,217,1,2,1,1,3
13,218,1,2,1,1,3,218,1,2,1,1,3
13,219,0,1,-1,2,3,219,1,2,1,1,2
13,220,1,2,-1,2,3,220,1,2,-1,2,2
13,221,1,2,-1,2,3,221,0,1,-1,2,2
13,222,1,2,-1,2,3,222,0,1,-1,2,2
13,223,0,1,1,1,3,223,1,2,1,1,2
13,224,1,2,1,1,3,224,1,2,-1,2,2
13,225,0,1,-1,2,3,225,1,2,1,1,2
13,226,1,2,1,1,2,226,1,2,-1,2,2
13,227,1,2,1,1,2,227,1,2,1,1,2
13,228,0,1,-1,2,2,228,0,2,-1,2,3
13,229,1,2,1,1,2,229,0,2,1,1,3
13,230,0,1,-1,2,2,230,0,2,-1,2,3
13,231,0,1,-1,2,2,231,0,2,-1,2,3
13,232,1,2,-1,2,2,232,1,1,-1,2,3
13,233,0,1,-1,2,2,233,1,1,1,1,3
13,234,1,2,1,1,2,234,1,1,1,1,3
13,235,0,1,-1,2,2,235,1,1,1,1,3
13,236,1,2,-1,2,2,236,1,1,1,1,3
13,237,0,1,1,1,2,237,1,1,-1,2,3
13,238,0,1,-1,2,2,238,1,1,-1,2,3
13,239,0,1,1,1,2,239,1,2,1,1,2
13,240,1,2,1,1,2,240,1,2,1,1,2
13,241,1,2,1,1,2,241,1,2,1,1,2
13,242,0,2,1,1,3,242,1,2,1,1,2
13,243,0,2,-1,2,3,243,1,2,-1,2,2
13,244,0,2,1,1,3,244,1,2,-1,2,2
13,245,0,2,-1,2,3,245,0,1,-1,2,2
13,246,1,1,1,1,3,246,0,1,-1,2,2
13,247,1,1,1,1,3,247,1,2,1,1,2
13,248,0,2,-1,2,3,248,0,2,-1,2,1
13,249,0,2,-1,2,3,249,1,1,1,1,1
14,1,0,2,-1,2,1,1,0,2,-1,2,1
14,2,1,1,-1,2,1,2,1,1,-1,2,1
14,3,0,2,1,1,1,3,0,2,-1,2,1
14,4,1,1,1,1,1,4,0,2,-1,2,1
14,5,1,1,-1,2,1,5,1,1,1,1,1
14,6,0,2,-1,2,1,6,1,1,1,1,1
14,7,1,1,1,1,1,7,1,1,-1,2,1
14,8,1,1,-1,2,1,8,0,2,1,1,1
14,9,1,1,1,1,1,9,0,2,-1,2,1
14,10,1,1,1,1,1,10,1,1,1,1,1
14,11,0,1,1,1,2,11,1,1,1,1,1
14,12,0,1,-1,2,2,12,1,1,1,1,1
14,13,0,1,1,1,2,13,1,1,1,1,1
14,14,0,1,-1,2,2,14,0,1,-1,2,2
14,15,0,1,-1,2,2,15,1,2,1,1,2
14,16,0,1,-1,2,2,16,0,1,-1,2,2
14,17,1,2,1,1,2,17,1,2,-1,2,2
14,18,0,1,-1,2,2,18,0,1,-1,2,2
14,19,1,2,1,1,2,19,0,1,-1,2,2
14,20,1,2,1,1,2,20,0,1,-1,2,2
14,21,1,2,1,1,2,21,0,1,1,1,2
14,22,1,2,1,1,2,22,0,1,-1,2,2
14,23,1,2,-1,2,2,23,0,1,-1,2,2
14,24,1,2,1,1,2,24,1,2,1,1,2
14,25,0,2,1,1,3,25,1,2,1,1,2
14,26,0,2,1,1,3,26,1,2,1,1,2
14,27,0,2,1,1,3,27,1,2,1,1,2
14,28,0,2,1,1,3,28,1,2,1,1,2
14,29,0,2,1,1,3,29,1,2,1,1,2
14,30,0,2,1,1,3,30,0,2,1,1,3
14,31,0,2,1,1,3,31,NA,NA,NA,NA,3
14,32,0,2,1,1,3,32,0,2,-1,2,3
14,33,0,2,-1,2,3,33,1,1,-1,2,3
14,34,0,2,-1,2,3,34,1,1,1,1,3
14,35,1,1,1,1,3,35,0,2,1,1,3
14,36,1,1,-1,2,3,36,0,2,-1,2,3
14,37,1,1,-1,2,3,37,1,1,-1,2,3
14,38,0,2,1,1,3,38,0,2,1,1,3
14,39,0,2,1,1,3,39,0,2,-1,2,3
14,40,0,2,-1,2,3,40,1,1,-1,2,3
14,41,1,2,1,1,2,41,1,1,-1,2,3
14,42,1,2,-1,2,2,42,0,2,-1,2,3
14,43,0,1,-1,2,2,43,0,2,-1,2,3
14,44,1,2,1,1,2,44,NA,NA,NA,NA,3
14,45,1,2,1,1,2,45,0,2,1,1,3
14,46,1,2,-1,2,2,46,1,2,1,1,2
14,47,1,2,-1,2,2,47,1,2,1,1,2
14,48,1,2,1,1,2,48,1,2,-1,2,2
14,49,0,2,1,1,1,49,0,1,-1,2,2
14,50,0,2,-1,2,1,50,1,2,-1,2,2
