subj,session,epN,epLength,hiRewAct,epTrialN,action,outcome
4,2,47,24,2,16,1,-1
4,2,47,24,2,17,2,1
4,2,47,24,2,18,2,-1
4,2,47,24,2,19,2,-1
4,2,47,24,2,20,1,-1
4,2,47,24,2,21,2,1
4,2,47,24,2,22,2,-1
4,2,47,24,2,23,2,1
4,2,47,24,2,24,1,1
4,2,48,24,1,1,1,-1
4,2,48,24,1,2,2,-1
4,2,48,24,1,3,2,-1
4,2,48,24,1,4,1,1
4,2,48,24,1,5,1,-1
4,2,48,24,1,6,1,1
4,2,48,24,1,7,1,1
4,2,48,24,1,8,2,-1
4,2,48,24,1,9,1,1
4,2,48,24,1,10,2,-1
4,2,48,24,1,11,1,1
4,2,48,24,1,12,1,-1
4,2,48,24,1,13,2,1
4,2,48,24,1,14,1,1
4,2,48,24,1,15,1,1
4,2,48,24,1,16,2,-1
4,2,48,24,1,17,1,1
4,2,48,24,1,18,1,1
4,2,48,24,1,19,1,1
4,2,48,24,1,20,2,-1
4,2,48,24,1,21,1,1
4,2,48,24,1,22,2,-1
4,2,48,24,1,23,1,1
4,2,48,24,1,24,1,1
4,2,49,8,2,1,2,1
4,2,49,8,2,2,2,1
4,2,49,8,2,3,2,1
4,2,49,8,2,4,1,1
4,2,49,8,2,5,1,-1
4,2,49,8,2,6,2,1
4,2,49,8,2,7,2,-1
4,2,49,8,2,8,2,1
4,2,50,8,1,1,1,1
4,2,50,8,1,2,2,1
4,2,50,8,1,3,1,1
4,2,50,8,1,4,1,1
4,2,50,8,1,5,1,1
4,2,50,8,1,6,1,-1
4,2,50,8,1,7,2,-1
4,2,50,8,1,8,1,1
4,2,51,16,2,1,1,-1
4,2,51,16,2,2,1,1
4,2,51,16,2,3,1,1
4,2,51,16,2,4,1,-1
4,2,51,16,2,5,1,-1
4,2,51,16,2,6,2,1
4,2,51,16,2,7,2,-1
4,2,51,16,2,8,1,1
4,2,51,16,2,9,1,-1
4,2,51,16,2,10,2,-1
4,2,51,16,2,11,1,-1
4,2,51,16,2,12,1,-1
4,2,51,16,2,13,2,-1
4,2,51,16,2,14,1,-1
4,2,51,16,2,15,2,1
4,2,51,16,2,16,2,-1
4,2,52,24,1,1,2,-1
4,2,52,24,1,2,2,1
4,2,52,24,1,3,2,1
4,2,52,24,1,4,2,-1
4,2,52,24,1,5,2,-1
4,2,52,24,1,6,1,1
4,2,52,24,1,7,1,-1
4,2,52,24,1,8,2,1
4,2,52,24,1,9,1,1
4,2,52,24,1,10,1,1
4,2,52,24,1,11,2,-1
4,2,52,24,1,12,1,1
4,2,52,24,1,13,1,1
4,2,52,24,1,14,1,NaN
4,2,52,24,1,15,2,-1
4,2,52,24,1,16,1,1
4,2,52,24,1,17,1,-1
4,2,52,24,1,18,1,1
4,2,52,24,1,19,1,-1
4,2,52,24,1,20,1,1
4,2,52,24,1,21,1,1
4,2,52,24,1,22,2,-1
4,2,52,24,1,23,1,1
4,2,52,24,1,24,1,1
4,2,53,24,2,1,1,-1
4,2,53,24,2,2,2,1
4,2,53,24,2,3,2,1
4,2,53,24,2,4,2,NaN
4,2,53,24,2,5,2,1
4,2,53,24,2,6,2,1
4,2,53,24,2,7,2,1
4,2,53,24,2,8,1,-1
4,2,53,24,2,9,1,-1
4,2,53,24,2,10,2,1
4,2,53,24,2,11,2,-1
4,2,53,24,2,12,1,-1
4,2,53,24,2,13,2,1
4,2,53,24,2,14,2,1
4,2,53,24,2,15,2,1
4,2,53,24,2,16,2,1
4,2,53,24,2,17,2,-1
4,2,53,24,2,18,1,1
4,2,53,24,2,19,1,-1
4,2,53,24,2,20,2,1
4,2,53,24,2,21,1,1
4,2,53,24,2,22,1,-1
4,2,53,24,2,23,2,1
4,2,53,24,2,24,1,-1
4,2,54,24,1,1,1,1
4,2,54,24,1,2,1,1
4,2,54,24,1,3,1,1
4,2,54,24,1,4,2,1
4,2,54,24,1,5,1,-1
4,2,54,24,1,6,1,1
4,2,54,24,1,7,1,1
4,2,54,24,1,8,1,1
4,2,54,24,1,9,1,1
4,2,54,24,1,10,2,1
4,2,54,24,1,11,1,1
4,2,54,24,1,12,2,-1
4,2,54,24,1,13,1,-1
4,2,54,24,1,14,2,-1
4,2,54,24,1,15,2,-1
4,2,54,24,1,16,2,-1
4,2,54,24,1,17,1,NaN
4,2,54,24,1,18,1,1
4,2,54,24,1,19,1,1
4,2,54,24,1,20,1,1
4,2,54,24,1,21,1,-1
4,2,54,24,1,22,1,1
4,2,54,24,1,23,1,1
4,2,54,24,1,24,2,-1
4,2,55,16,2,1,1,-1
4,2,55,16,2,2,1,-1
4,2,55,16,2,3,1,-1
4,2,55,16,2,4,2,1
4,2,55,16,2,5,2,-1
4,2,55,16,2,6,2,-1
4,2,55,16,2,7,1,-1
4,2,55,16,2,8,1,1
4,2,55,16,2,9,2,-1
4,2,55,16,2,10,2,1
4,2,55,16,2,11,2,1
4,2,55,16,2,12,1,-1
4,2,55,16,2,13,2,1
4,2,55,16,2,14,2,1
4,2,55,16,2,15,2,1
4,2,55,16,2,16,2,1
4,2,56,8,1,1,2,1
4,2,56,8,1,2,1,1
4,2,56,8,1,3,2,1
4,2,56,8,1,4,2,-1
4,2,56,8,1,5,1,1
4,2,56,8,1,6,1,1
4,2,56,8,1,7,1,-1
4,2,56,8,1,8,1,1
4,2,57,32,2,1,1,-1
4,2,57,32,2,2,2,-1
4,2,57,32,2,3,2,1
4,2,57,32,2,4,2,1
4,2,57,32,2,5,2,1
4,2,57,32,2,6,2,1
4,2,57,32,2,7,1,-1
4,2,57,32,2,8,1,-1
4,2,57,32,2,9,1,-1
4,2,57,32,2,10,2,-1
4,2,57,32,2,11,2,1
4,2,57,32,2,12,2,1
4,2,57,32,2,13,2,1
4,2,57,32,2,14,1,-1
4,2,57,32,2,15,2,1
4,2,57,32,2,16,2,1
4,2,57,32,2,17,2,-1
4,2,57,32,2,18,1,1
4,2,57,32,2,19,1,-1
4,2,57,32,2,20,2,1
4,2,57,32,2,21,2,1
4,2,57,32,2,22,2,1
4,2,57,32,2,23,2,1
4,2,57,32,2,24,2,-1
4,2,57,32,2,25,2,1
4,2,57,32,2,26,1,1
4,2,57,32,2,27,2,1
4,2,57,32,2,28,2,1
4,2,57,32,2,29,2,-1
4,2,57,32,2,30,2,-1
4,2,57,32,2,31,2,1
4,2,57,32,2,32,2,1
4,2,58,8,1,1,2,-1
4,2,58,8,1,2,1,1
4,2,58,8,1,3,1,1
4,2,58,8,1,4,2,1
4,2,58,8,1,5,1,1
4,2,58,8,1,6,1,1
4,2,58,8,1,7,2,-1
4,2,58,8,1,8,1,-1
4,2,59,32,2,1,1,-1
4,2,59,32,2,2,1,-1
4,2,59,32,2,3,2,1
4,2,59,32,2,4,1,1
4,2,59,32,2,5,2,1
4,2,59,32,2,6,2,1
4,2,59,32,2,7,2,-1
4,2,59,32,2,8,2,1
4,2,59,32,2,9,2,1
4,2,59,32,2,10,2,1
4,2,59,32,2,11,1,-1
4,2,59,32,2,12,2,1
4,2,59,32,2,13,2,1
4,2,59,32,2,14,2,1
4,2,59,32,2,15,2,-1
4,2,59,32,2,16,2,1
4,2,59,32,2,17,2,1
4,2,59,32,2,18,2,1
4,2,59,32,2,19,2,-1
4,2,59,32,2,20,1,-1
4,2,59,32,2,21,1,-1
4,2,59,32,2,22,2,NaN
4,2,59,32,2,23,2,-1
4,2,59,32,2,24,1,1
4,2,59,32,2,25,2,-1
4,2,59,32,2,26,1,1
4,2,59,32,2,27,1,-1
4,2,59,32,2,28,1,-1
4,2,59,32,2,29,2,NaN
4,2,59,32,2,30,2,1
4,2,59,32,2,31,2,-1
4,2,59,32,2,32,1,1
4,2,60,16,1,1,2,-1
4,2,60,16,1,2,1,-1
4,2,60,16,1,3,1,1
4,2,60,16,1,4,1,1
4,2,60,16,1,5,1,-1
4,2,60,16,1,6,1,1
4,2,60,16,1,7,1,1
4,2,60,16,1,8,1,1
4,2,60,16,1,9,1,1
4,2,60,16,1,10,2,-1
4,2,60,16,1,11,2,-1
4,2,60,16,1,12,1,1
4,2,60,16,1,13,1,1
4,2,60,16,1,14,2,-1
4,2,60,16,1,15,1,1
4,2,60,16,1,16,1,1
4,2,61,8,2,1,1,-1
4,2,61,8,2,2,2,1
4,2,61,8,2,3,1,-1
4,2,61,8,2,4,2,1
4,2,61,8,2,5,2,-1
4,2,61,8,2,6,1,-1
4,2,61,8,2,7,2,1
4,2,61,8,2,8,1,-1
4,2,62,24,1,1,2,1
4,2,62,24,1,2,2,-1
4,2,62,24,1,3,2,-1
4,2,62,24,1,4,1,1
4,2,62,24,1,5,1,1
4,2,62,24,1,6,1,1
4,2,62,24,1,7,1,1
4,2,62,24,1,8,1,1
4,2,62,24,1,9,1,1
4,2,62,24,1,10,2,1
4,2,62,24,1,11,1,1
4,2,62,24,1,12,1,NaN
4,2,62,24,1,13,1,1
4,2,62,24,1,14,1,-1
4,2,62,24,1,15,1,1
4,2,62,24,1,16,2,1
4,2,62,24,1,17,1,1
4,2,62,24,1,18,1,1
4,2,62,24,1,19,1,-1
4,2,62,24,1,20,1,-1
4,2,62,24,1,21,2,-1
4,2,62,24,1,22,2,-1
4,2,62,24,1,23,1,1
4,2,62,24,1,24,2,-1
4,2,63,16,2,1,1,1
4,2,63,16,2,2,1,NaN
4,2,63,16,2,3,1,-1
4,2,63,16,2,4,2,1
4,2,63,16,2,5,2,1
4,2,63,16,2,6,2,-1
4,2,63,16,2,7,2,-1
4,2,63,16,2,8,2,1
4,2,63,16,2,9,1,-1
4,2,63,16,2,10,1,-1
4,2,63,16,2,11,2,1
4,2,63,16,2,12,2,1
4,2,63,16,2,13,1,-1
4,2,63,16,2,14,2,1
4,2,63,16,2,15,2,1
4,2,63,16,2,16,2,1
4,2,64,24,1,1,2,-1
4,2,64,24,1,2,2,-1
4,2,64,24,1,3,1,1
4,2,64,24,1,4,1,-1
4,2,64,24,1,5,1,1
4,2,64,24,1,6,1,-1
4,2,64,24,1,7,1,1
4,2,64,24,1,8,1,1
4,2,64,24,1,9,1,1
4,2,64,24,1,10,2,-1
4,2,64,24,1,11,1,1
4,2,64,24,1,12,2,-1
4,2,64,24,1,13,1,1
4,2,64,24,1,14,2,-1
4,2,64,24,1,15,2,1
4,2,64,24,1,16,2,-1
4,2,64,24,1,17,1,1
4,2,64,24,1,18,2,-1
4,2,64,24,1,19,1,1
4,2,64,24,1,20,1,-1
4,2,64,24,1,21,1,1
4,2,64,24,1,22,1,-1
4,2,64,24,1,23,1,1
4,2,64,24,1,24,1,1
4,2,65,16,2,1,1,-1
4,2,65,16,2,2,2,1
4,2,65,16,2,3,2,1
4,2,65,16,2,4,1,1
4,2,65,16,2,5,2,1
4,2,65,16,2,6,2,1
4,2,65,16,2,7,2,-1
4,2,65,16,2,8,1,-1
4,2,65,16,2,9,2,1
4,2,65,16,2,10,2,1
4,2,65,16,2,11,2,1
4,2,65,16,2,12,2,-1
4,2,65,16,2,13,1,-1
4,2,65,16,2,14,2,1
4,2,65,16,2,15,1,-1
4,2,65,16,2,16,2,1
4,2,66,24,1,1,2,-1
4,2,66,24,1,2,2,-1
4,2,66,24,1,3,1,1
4,2,66,24,1,4,1,1
4,2,66,24,1,5,1,1
4,2,66,24,1,6,1,1
4,2,66,24,1,7,2,-1
4,2,66,24,1,8,1,1
4,2,66,24,1,9,1,-1
4,2,66,24,1,10,1,1
4,2,66,24,1,11,1,1
4,2,66,24,1,12,1,1
4,2,66,24,1,13,2,-1
4,2,66,24,1,14,2,-1
4,2,66,24,1,15,1,-1
4,2,66,24,1,16,2,-1
4,2,66,24,1,17,1,-1
4,2,66,24,1,18,1,-1
4,2,66,24,1,19,2,-1
4,2,66,24,1,20,2,-1
4,2,66,24,1,21,1,1
4,2,66,24,1,22,1,NaN
4,2,66,24,1,23,2,-1
4,2,66,24,1,24,1,1
4,2,67,32,2,1,1,-1
4,2,67,32,2,2,2,1
4,2,67,32,2,3,1,-1
4,2,67,32,2,4,1,1
4,2,67,32,2,5,2,1
4,2,67,32,2,6,1,1
4,2,67,32,2,7,2,1
4,2,67,32,2,8,2,1
4,2,67,32,2,9,2,1
4,2,67,32,2,10,1,1
4,2,67,32,2,11,2,-1
4,2,67,32,2,12,1,1
4,2,67,32,2,13,1,-1
4,2,67,32,2,14,2,-1
4,2,67,32,2,15,1,-1
4,2,67,32,2,16,2,1
4,2,67,32,2,17,2,1
4,2,67,32,2,18,2,1
4,2,67,32,2,19,2,1
4,2,67,32,2,20,2,-1
4,2,67,32,2,21,1,-1
4,2,67,32,2,22,1,-1
4,2,67,32,2,23,2,1
4,2,67,32,2,24,2,NaN
4,2,67,32,2,25,1,-1
4,2,67,32,2,26,2,-1
4,2,67,32,2,27,1,1
4,2,67,32,2,28,1,-1
4,2,67,32,2,29,2,1
4,2,67,32,2,30,2,1
4,2,67,32,2,31,2,1
4,2,67,32,2,32,2,-1
4,2,68,32,1,1,2,1
4,2,68,32,1,2,2,1
4,2,68,32,1,3,2,-1
4,2,68,32,1,4,1,1
4,2,68,32,1,5,1,1
4,2,68,32,1,6,1,-1
4,2,68,32,1,7,1,-1
4,2,68,32,1,8,1,-1
4,2,68,32,1,9,2,1
4,2,68,32,1,10,2,-1
4,2,68,32,1,11,2,1
4,2,68,32,1,12,2,-1
4,2,68,32,1,13,1,-1
4,2,68,32,1,14,2,-1
4,2,68,32,1,15,1,1
4,2,68,32,1,16,1,1
4,2,68,32,1,17,1,1
4,2,68,32,1,18,2,-1
4,2,68,32,1,19,1,1
4,2,68,32,1,20,1,1
4,2,68,32,1,21,1,1
4,2,68,32,1,22,1,-1
4,2,68,32,1,23,1,1
4,2,68,32,1,24,1,1
4,2,68,32,1,25,1,1
4,2,68,32,1,26,1,1
4,2,68,32,1,27,2,-1
4,2,68,32,1,28,2,-1
4,2,68,32,1,29,1,-1
4,2,68,32,1,30,1,-1
4,2,68,32,1,31,2,-1
4,2,68,32,1,32,2,-1
4,2,69,16,2,1,2,1
4,2,69,16,2,2,2,1
4,2,69,16,2,3,1,-1
4,2,69,16,2,4,2,1
4,2,69,16,2,5,2,1
4,2,69,16,2,6,2,-1
4,2,69,16,2,7,1,1
4,2,69,16,2,8,2,-1
4,2,69,16,2,9,1,-1
4,2,69,16,2,10,2,1
4,2,69,16,2,11,2,1
4,2,69,16,2,12,1,-1
4,2,69,16,2,13,2,1
4,2,69,16,2,14,2,1
4,2,69,16,2,15,2,1
4,2,69,16,2,16,2,1
4,2,70,8,1,1,2,1
4,2,70,8,1,2,2,-1
4,2,70,8,1,3,1,1
4,2,70,8,1,4,1,1
4,2,70,8,1,5,1,1
4,2,70,8,1,6,1,1
4,2,70,8,1,7,2,-1
4,2,70,8,1,8,1,-1
4,2,71,8,2,1,1,-1
4,2,71,8,2,2,2,1
4,2,71,8,2,3,1,-1
4,2,71,8,2,4,2,1
4,2,71,8,2,5,1,1
4,2,71,8,2,6,1,1
4,2,71,8,2,7,2,1
4,2,71,8,2,8,2,1
4,2,72,24,1,1,2,1
4,2,72,24,1,2,1,1
4,2,72,24,1,3,1,1
4,2,72,24,1,4,1,1
4,2,72,24,1,5,2,-1
4,2,72,24,1,6,2,1
4,2,72,24,1,7,2,1
4,2,72,24,1,8,2,-1
4,2,72,24,1,9,1,1
4,2,72,24,1,10,1,-1
4,2,72,24,1,11,2,-1
4,2,72,24,1,12,1,1
4,2,72,24,1,13,1,1
4,2,72,24,1,14,2,1
4,2,72,24,1,15,1,1
4,2,72,24,1,16,1,1
4,2,72,24,1,17,1,-1
4,2,72,24,1,18,1,1
4,2,72,24,1,19,1,1
4,2,72,24,1,20,1,1
4,2,72,24,1,21,1,1
4,2,72,24,1,22,2,-1
4,2,72,24,1,23,1,1
4,2,72,24,1,24,1,1
4,2,73,16,2,1,2,1
4,2,73,16,2,2,2,1
4,2,73,16,2,3,2,1
4,2,73,16,2,4,1,-1
4,2,73,16,2,5,2,NaN
4,2,73,16,2,6,2,1
4,2,73,16,2,7,2,1
4,2,73,16,2,8,1,-1
4,2,73,16,2,9,2,1
4,2,73,16,2,10,2,1
4,2,73,16,2,11,2,-1
4,2,73,16,2,12,1,1
4,2,73,16,2,13,2,1
4,2,73,16,2,14,2,1
4,2,73,16,2,15,2,1
4,2,73,16,2,16,2,-1
4,2,74,24,1,1,1,-1
4,2,74,24,1,2,1,1
4,2,74,24,1,3,2,1
4,2,74,24,1,4,2,-1
4,2,74,24,1,5,1,1
4,2,74,24,1,6,1,NaN
4,2,74,24,1,7,1,1
4,2,74,24,1,8,1,-1
4,2,74,24,1,9,2,1
4,2,74,24,1,10,2,-1
4,2,74,24,1,11,1,1
4,2,74,24,1,12,1,1
4,2,74,24,1,13,1,1
4,2,74,24,1,14,1,1
4,2,74,24,1,15,1,1
4,2,74,24,1,16,2,-1
4,2,74,24,1,17,1,-1
4,2,74,24,1,18,2,1
4,2,74,24,1,19,2,-1
4,2,74,24,1,20,1,1
4,2,74,24,1,21,2,-1
4,2,74,24,1,22,1,1
4,2,74,24,1,23,1,-1
4,2,74,24,1,24,2,-1
4,2,75,16,2,1,1,-1
4,2,75,16,2,2,2,1
4,2,75,16,2,3,1,1
4,2,75,16,2,4,1,-1
4,2,75,16,2,5,1,-1
4,2,75,16,2,6,1,-1
4,2,75,16,2,7,2,-1
4,2,75,16,2,8,2,1
4,2,75,16,2,9,2,1
4,2,75,16,2,10,2,-1
4,2,75,16,2,11,2,1
4,2,75,16,2,12,2,1
4,2,75,16,2,13,2,-1
4,2,75,16,2,14,1,1
4,2,75,16,2,15,1,-1
4,2,75,16,2,16,1,1
4,2,76,16,1,1,1,1
4,2,76,16,1,2,1,1
4,2,76,16,1,3,1,1
4,2,76,16,1,4,2,-1
4,2,76,16,1,5,1,-1
4,2,76,16,1,6,2,-1
4,2,76,16,1,7,1,1
4,2,76,16,1,8,1,1
4,2,76,16,1,9,1,1
4,2,76,16,1,10,2,-1
4,2,76,16,1,11,1,-1
4,2,76,16,1,12,1,-1
4,2,76,16,1,13,1,1
4,2,76,16,1,14,2,-1
4,2,76,16,1,15,1,1
4,2,76,16,1,16,1,1
4,2,77,32,2,1,1,-1
4,2,77,32,2,2,2,1
4,2,77,32,2,3,1,1
4,2,77,32,2,4,2,1
4,2,77,32,2,5,2,-1
4,2,77,32,2,6,2,1
4,2,77,32,2,7,2,1
4,2,77,32,2,8,1,1
4,2,77,32,2,9,2,-1
4,2,77,32,2,10,2,1
4,2,77,32,2,11,2,1
4,2,77,32,2,12,2,1
4,2,77,32,2,13,2,1
4,2,77,32,2,14,2,NaN
4,2,77,32,2,15,1,-1
4,2,77,32,2,16,2,1
4,2,77,32,2,17,2,1
4,2,77,32,2,18,1,-1
4,2,77,32,2,19,2,-1
4,2,77,32,2,20,2,1
4,2,77,32,2,21,2,-1
4,2,77,32,2,22,2,1
4,2,77,32,2,23,2,-1
4,2,77,32,2,24,2,-1
4,2,77,32,2,25,2,-1
4,2,77,32,2,26,1,1
4,2,77,32,2,27,1,-1
4,2,77,32,2,28,2,1
4,2,77,32,2,29,2,-1
4,2,77,32,2,30,2,1
4,2,77,32,2,31,2,NaN
4,2,77,32,2,32,2,1
4,2,78,8,1,1,2,-1
4,2,78,8,1,2,1,1
4,2,78,8,1,3,1,1
4,2,78,8,1,4,1,1
4,2,78,8,1,5,1,1
4,2,78,8,1,6,1,-1
4,2,78,8,1,7,1,1
4,2,78,8,1,8,2,1
4,2,79,24,2,1,1,1
4,2,79,24,2,2,1,-1
4,2,79,24,2,3,1,1
4,2,79,24,2,4,1,1
4,2,79,24,2,5,1,1
4,2,79,24,2,6,2,1
4,2,79,24,2,7,2,1
4,2,79,24,2,8,1,-1
4,2,79,24,2,9,2,1
4,2,79,24,2,10,2,1
4,2,79,24,2,11,1,-1
4,2,79,24,2,12,2,1
4,2,79,24,2,13,1,-1
4,2,79,24,2,14,2,1
4,2,79,24,2,15,1,-1
4,2,79,24,2,16,2,1
4,2,79,24,2,17,2,1
4,2,79,24,2,18,1,-1
4,2,79,24,2,19,2,1
4,2,79,24,2,20,2,1
4,2,79,24,2,21,2,1
4,2,79,24,2,22,2,1
4,2,79,24,2,23,2,1
4,2,79,24,2,24,2,-1
4,2,80,32,1,1,1,-1
4,2,80,32,1,2,2,-1
4,2,80,32,1,3,2,-1
4,2,80,32,1,4,2,-1
4,2,80,32,1,5,1,1
4,2,80,32,1,6,1,1
4,2,80,32,1,7,1,-1
4,2,80,32,1,8,1,1
4,2,80,32,1,9,1,-1
4,2,80,32,1,10,2,-1
4,2,80,32,1,11,1,1
4,2,80,32,1,12,1,1
4,2,80,32,1,13,1,1
4,2,80,32,1,14,1,-1
4,2,80,32,1,15,1,-1
4,2,80,32,1,16,2,1
4,2,80,32,1,17,2,1
4,2,80,32,1,18,2,-1
4,2,80,32,1,19,2,1
4,2,80,32,1,20,2,1
4,2,80,32,1,21,1,1
4,2,80,32,1,22,2,-1
4,2,80,32,1,23,1,-1
4,2,80,32,1,24,2,-1
4,2,80,32,1,25,2,-1
4,2,80,32,1,26,1,1
4,2,80,32,1,27,1,1
4,2,80,32,1,28,1,1
4,2,80,32,1,29,1,1
4,2,80,32,1,30,1,1
4,2,80,32,1,31,2,-1
4,2,80,32,1,32,2,-1
5,1,1,16,2,1,2,1
5,1,1,16,2,2,2,1
5,1,1,16,2,3,2,1
5,1,1,16,2,4,2,1
5,1,1,16,2,5,1,-1
5,1,1,16,2,6,2,1
5,1,1,16,2,7,2,1
5,1,1,16,2,8,1,1
5,1,1,16,2,9,1,-1
5,1,1,16,2,10,1,-1
5,1,1,16,2,11,2,-1
5,1,1,16,2,12,2,-1
5,1,1,16,2,13,2,1
5,1,1,16,2,14,1,1
5,1,1,16,2,15,2,1
5,1,1,16,2,16,1,-1
5,1,2,24,1,1,1,1
5,1,2,24,1,2,1,1
5,1,2,24,1,3,2,-1
5,1,2,24,1,4,2,1
5,1,2,24,1,5,2,-1
5,1,2,24,1,6,1,1
5,1,2,24,1,7,2,-1
5,1,2,24,1,8,2,-1
5,1,2,24,1,9,1,1
5,1,2,24,1,10,2,NaN
5,1,2,24,1,11,2,-1
5,1,2,24,1,12,2,-1
5,1,2,24,1,13,1,1
5,1,2,24,1,14,1,-1
5,1,2,24,1,15,2,-1
5,1,2,24,1,16,2,-1
5,1,2,24,1,17,1,-1
5,1,2,24,1,18,NaN,NaN
5,1,2,24,1,19,1,1
5,1,2,24,1,20,NaN,NaN
5,1,2,24,1,21,2,1
5,1,2,24,1,22,1,-1
5,1,2,24,1,23,2,NaN
5,1,2,24,1,24,2,1
5,1,3,8,2,1,1,-1
5,1,3,8,2,2,1,1
5,1,3,8,2,3,2,1
5,1,3,8,2,4,2,-1
5,1,3,8,2,5,2,1
5,1,3,8,2,6,2,1
5,1,3,8,2,7,1,-1
5,1,3,8,2,8,2,1
5,1,4,16,1,1,1,1
5,1,4,16,1,2,1,1
5,1,4,16,1,3,1,1
5,1,4,16,1,4,1,-1
5,1,4,16,1,5,2,-1
5,1,4,16,1,6,1,-1
5,1,4,16,1,7,1,-1
5,1,4,16,1,8,2,1
5,1,4,16,1,9,2,-1
5,1,4,16,1,10,2,-1
5,1,4,16,1,11,1,1
5,1,4,16,1,12,1,1
5,1,4,16,1,13,2,-1
5,1,4,16,1,14,1,1
5,1,4,16,1,15,2,-1
5,1,4,16,1,16,1,1
5,1,5,24,2,1,1,-1
5,1,5,24,2,2,2,1
5,1,5,24,2,3,2,1
5,1,5,24,2,4,2,-1
5,1,5,24,2,5,1,1
5,1,5,24,2,6,2,1
5,1,5,24,2,7,2,1
5,1,5,24,2,8,1,1
5,1,5,24,2,9,2,1
5,1,5,24,2,10,1,-1
5,1,5,24,2,11,2,-1
5,1,5,24,2,12,2,1
5,1,5,24,2,13,1,-1
5,1,5,24,2,14,2,1
5,1,5,24,2,15,1,-1
5,1,5,24,2,16,2,1
5,1,5,24,2,17,2,-1
5,1,5,24,2,18,2,1
5,1,5,24,2,19,1,-1
5,1,5,24,2,20,2,1
5,1,5,24,2,21,1,-1
5,1,5,24,2,22,2,-1
5,1,5,24,2,23,1,1
5,1,5,24,2,24,2,1
5,1,6,32,1,1,1,NaN
5,1,6,32,1,2,2,-1
5,1,6,32,1,3,2,-1
5,1,6,32,1,4,2,-1
5,1,6,32,1,5,1,1
5,1,6,32,1,6,1,-1
5,1,6,32,1,7,2,-1
5,1,6,32,1,8,2,-1
5,1,6,32,1,9,1,1
5,1,6,32,1,10,1,1
5,1,6,32,1,11,2,-1
5,1,6,32,1,12,1,1
5,1,6,32,1,13,1,1
5,1,6,32,1,14,2,1
5,1,6,32,1,15,1,1
5,1,6,32,1,16,2,-1
5,1,6,32,1,17,2,-1
5,1,6,32,1,18,1,1
5,1,6,32,1,19,1,1
5,1,6,32,1,20,2,1
5,1,6,32,1,21,2,-1
5,1,6,32,1,22,1,-1
5,1,6,32,1,23,2,1
5,1,6,32,1,24,2,-1
5,1,6,32,1,25,1,1
5,1,6,32,1,26,1,1
5,1,6,32,1,27,2,-1
5,1,6,32,1,28,1,1
5,1,6,32,1,29,1,1
5,1,6,32,1,30,2,NaN
5,1,6,32,1,31,1,-1
5,1,6,32,1,32,1,1
5,1,7,8,2,1,1,-1
5,1,7,8,2,2,1,-1
5,1,7,8,2,3,2,1
5,1,7,8,2,4,2,1
5,1,7,8,2,5,1,-1
5,1,7,8,2,6,2,1
5,1,7,8,2,7,2,1
5,1,7,8,2,8,1,-1
5,1,8,24,1,1,1,1
5,1,8,24,1,2,1,-1
5,1,8,24,1,3,1,1
5,1,8,24,1,4,2,-1
5,1,8,24,1,5,1,1
5,1,8,24,1,6,2,-1
5,1,8,24,1,7,1,1
5,1,8,24,1,8,1,1
5,1,8,24,1,9,1,1
5,1,8,24,1,10,1,1
5,1,8,24,1,11,1,1
5,1,8,24,1,12,1,-1
5,1,8,24,1,13,1,1
5,1,8,24,1,14,2,-1
5,1,8,24,1,15,2,-1
5,1,8,24,1,16,1,1
5,1,8,24,1,17,1,1
5,1,8,24,1,18,1,-1
5,1,8,24,1,19,2,-1
5,1,8,24,1,20,2,-1
5,1,8,24,1,21,2,-1
5,1,8,24,1,22,1,-1
5,1,8,24,1,23,2,1
5,1,8,24,1,24,2,-1
5,1,9,16,2,1,1,-1
5,1,9,16,2,2,1,-1
5,1,9,16,2,3,2,1
5,1,9,16,2,4,1,-1
5,1,9,16,2,5,1,-1
5,1,9,16,2,6,2,-1
5,1,9,16,2,7,1,-1
5,1,9,16,2,8,2,-1
5,1,9,16,2,9,1,-1
5,1,9,16,2,10,2,1
5,1,9,16,2,11,2,-1
5,1,9,16,2,12,1,1
5,1,9,16,2,13,1,-1
5,1,9,16,2,14,1,-1
5,1,9,16,2,15,2,1
5,1,9,16,2,16,1,-1
5,1,10,32,1,1,1,1
5,1,10,32,1,2,2,-1
5,1,10,32,1,3,1,1
5,1,10,32,1,4,1,-1
5,1,10,32,1,5,1,1
5,1,10,32,1,6,2,1
5,1,10,32,1,7,1,-1
5,1,10,32,1,8,2,1
5,1,10,32,1,9,2,-1
5,1,10,32,1,10,1,1
5,1,10,32,1,11,2,-1
5,1,10,32,1,12,1,1
5,1,10,32,1,13,1,1
5,1,10,32,1,14,1,1
5,1,10,32,1,15,1,1
5,1,10,32,1,16,2,1
5,1,10,32,1,17,1,1
5,1,10,32,1,18,1,1
5,1,10,32,1,19,1,1
5,1,10,32,1,20,1,1
5,1,10,32,1,21,1,1
5,1,10,32,1,22,2,-1
5,1,10,32,1,23,1,1
5,1,10,32,1,24,1,1
5,1,10,32,1,25,2,1
5,1,10,32,1,26,1,1
5,1,10,32,1,27,2,-1
5,1,10,32,1,28,2,1
5,1,10,32,1,29,1,1
5,1,10,32,1,30,1,1
5,1,10,32,1,31,2,-1
